1,1,0
2,0,1
3,1,0
4,1,0
5,0,1
6,1,0
7,1,0
8,1,0
9,1,0
10,1,0
11,0,1
12,0,1
13,1,0
14,1,0
15,0,1
16,1,0
17,1,0
18,0,1
19,1,0
20,0,1
21,1,0
22,1,0
23,0,1
24,0,1
25,1,0
26,1,0
27,0,1
28,1,0
29,1,0
30,1,0
31,1,0
32,0,1
33,1,0
34,0,1
35,0,1
36,0,1
37,1,0
38,0,1
39,1,0
40,1,0
41,1,0
42,1,0
43,0,1
44,1,0
45,1,0
46,0,1
47,1,0
48,1,0
49,0,1
50,1,0
51,1,0
52,0,1
53,1,0
54,1,0
55,1,0
56,1,0
57,1,0
58,1,0
59,1,0
60,1,0
61,1,0
62,0,1
63,1,0
64,1,0
65,0,1
66,1,0
67,1,0
68,1,0
69,1,0
70,1,0
71,1,0
72,0,1
73,1,0
74,1,0
75,1,0
76,1,0
77,1,0
78,1,0
79,0,1
80,0,1
81,1,0
82,1,0
83,1,0
84,1,0
85,1,0
86,1,0
87,1,0
88,0,1
89,0,1
90,1,0
91,1,0
92,1,0
93,1,0
94,1,0
95,1,0
96,0,1
97,1,0
98,0,1
99,1,0
100,1,0
101,1,0
102,1,0
103,1,0
104,1,0
105,1,0
106,1,0
107,1,0
108,1,0
109,1,0
110,1,0
111,1,0
112,1,0
113,1,0
114,1,0
115,1,0
116,1,0
117,1,0
118,1,0
119,1,0
120,0,1
121,1,0
122,0,1
123,0,1
124,1,0
125,1,0
126,0,1
127,1,0
128,0,1
129,0,1
130,1,0
131,0,1
132,1,0
133,1,0
134,1,0
135,1,0
136,1,0
137,1,0
138,1,0
139,1,0
140,0,1
141,1,0
142,1,0
143,1,0
144,1,0
145,1,0
146,1,0
147,0,1
148,1,0
149,0,1
150,0,1
151,0,1
152,0,1
153,1,0
154,1,0
155,0,1
156,1,0
157,1,0
158,1,0
159,0,1
160,1,0
161,1,0
162,1,0
163,1,0
164,1,0
165,0,1
166,1,0
167,1,0
168,1,0
169,0,1
170,0,1
171,0,1
172,1,0
173,1,0
174,0,1
175,0,1
176,1,0
177,1,0
178,1,0
179,1,0
180,0,1
181,1,0
182,1,0
183,1,0
184,1,0
185,0,1
186,0,1
187,1,0
188,1,0
189,1,0
190,1,0
191,1,0
192,1,0
193,1,0
194,1,0
195,1,0
196,1,0
197,1,0
198,0,1
199,1,0
200,1,0
201,1,0
202,0,1
203,0,1
204,0,1
205,1,0
206,0,1
207,1,0
208,1,0
209,0,1
210,1,0
211,1,0
212,0,1
213,1,0
214,0,1
215,1,0
216,1,0
217,1,0
218,1,0
219,1,0
220,1,0
221,1,0
222,1,0
223,0,1
224,0,1
225,0,1
226,1,0
227,1,0
228,0,1
229,0,1
230,0,1
231,1,0
232,1,0
233,1,0
234,1,0
235,1,0
236,0,1
237,1,0
238,0,1
239,1,0
240,0,1
241,0,1
242,1,0
243,1,0
244,1,0
245,1,0
246,1,0
247,1,0
248,1,0
249,1,0
250,1,0
251,1,0
252,1,0
253,0,1
254,1,0
255,1,0
256,0,1
257,1,0
258,0,1
259,1,0
260,0,1
261,1,0
262,0,1
263,1,0
264,0,1
265,1,0
266,0,1
267,1,0
268,1,0
269,0,1
270,0,1
271,1,0
272,1,0
273,0,1
274,0,1
275,1,0
276,1,0
277,0,1
278,0,1
279,1,0
280,0,1
281,0,1
282,1,0
283,1,0
284,1,0
285,1,0
286,1,0
287,1,0
288,1,0
289,1,0
290,1,0
291,1,0
292,0,1
293,1,0
294,1,0
295,1,0
296,0,1
297,0,1
298,1,0
299,1,0
300,0,1
301,1,0
302,1,0
303,1,0
304,0,1
305,1,0
306,1,0
307,1,0
308,1,0
309,1,0
310,1,0
311,1,0
312,1,0
313,1,0
314,0,1
315,1,0
316,0,1
317,1,0
318,1,0
319,1,0
320,1,0
321,0,1
322,1,0
323,1,0
324,0,1
325,1,0
326,1,0
327,1,0
328,1,0
329,1,0
330,0,1
331,1,0
332,1,0
333,1,0
334,1,0
335,1,0
336,1,0
337,1,0
338,0,1
339,1,0
340,1,0
341,0,1
342,0,1
343,1,0
344,0,1
345,0,1
